-13.4290124,0.1812638,2.2199745
-13.2736405,0.0568767,2.2197288
-13.1070595,-0.0510390,2.2343735
-12.9295293,-0.1410747,2.2824718
-12.7427811,-0.2134504,2.3665457
-12.5517043,-0.2695585,2.4849071
-12.3576757,-0.3124172,2.6203484
-12.1600605,-0.3448963,2.7624058
-11.9619654,-0.3688206,2.9074936
-11.7637250,-0.3862245,3.0525301
-11.5635695,-0.3987648,3.1970137
-11.3648952,-0.4074214,3.3377951
-11.1651771,-0.4132274,3.4756840
-10.9654354,-0.4168514,3.6102877
-10.7659932,-0.4188710,3.7396991
-10.5661607,-0.4197577,3.8672337
-10.3665948,-0.4198946,3.9888333
-10.1668907,-0.4195921,4.1086709
-9.9673137,-0.4191284,4.2249932
-9.7674090,-0.4187617,4.3388282
-9.5686311,-0.4187217,4.4511610
-9.3684252,-0.4191666,4.5605735
-9.1693499,-0.4199800,4.6689767
-8.9698593,-0.4210247,4.7754290
-8.7701921,-0.4222615,4.8801604
-8.5712191,-0.4236501,4.9838630
-8.3714276,-0.4251652,5.0854243
-8.1719793,-0.4267705,5.1857360
-7.9729290,-0.4284408,5.2849864
-7.7731242,-0.4301637,5.3819694
-7.5737304,-0.4319121,5.4778740
-7.3744842,-0.4336747,5.5725992
-7.1748547,-0.4354466,5.6651327
-6.9754563,-0.4372162,5.7565245
-6.7760775,-0.4389826,5.8466962
-6.5765862,-0.4407464,5.9346125
-6.3771767,-0.4425068,6.0213319
-6.1776642,-0.4442682,6.1068283
-5.9783141,-0.4460295,6.1899509
-5.7788858,-0.4477834,6.2718402
-5.5792442,-0.4495147,6.3524908
-5.3799379,-0.4512063,6.4307625
-5.1804398,-0.4528822,6.5079321
-4.9808313,-0.4545552,6.5839338
-4.7814918,-0.4562200,6.6578997
-4.5819882,-0.4578789,6.7309191
-4.3824233,-0.4595297,6.8028263
-4.1830473,-0.4611690,6.8730477
-3.9835311,-0.4627985,6.9424502
-3.7840123,-0.4644165,7.0107550
-3.5845994,-0.4660217,7.0776995
-3.3850723,-0.4676157,7.1439271
-3.1855927,-0.4691973,7.2090460
-2.9861467,-0.4707667,7.2730996
-2.7866152,-0.4723252,7.3365193
-2.5871621,-0.4738721,7.3988083
-2.3876906,-0.4754088,7.4602944
-2.1881641,-0.4769364,7.5212145
-1.9887206,-0.4784546,7.5809810
-1.7892338,-0.4799644,7.6401557
-1.5897335,-0.4814636,7.6987299
-1.3902702,-0.4829473,7.7562060
-1.1907805,-0.4844087,7.8131783
-0.9913004,-0.4858386,7.8694196
-0.7918138,-0.4872271,7.9247702
-0.5923340,-0.4885640,7.9796555
-0.3928513,-0.4898406,8.0337485
-0.1933544,-0.4910516,8.0147575
0.0061026,-0.4921930,7.9544292
0.2056102,-0.4932630,7.8482987
0.4051044,-0.4942604,7.7417962
0.6045317,-0.4951871,7.6349830
0.8040791,-0.4960496,7.5273431
1.0035588,-0.4968565,7.4192760
1.2029970,-0.4976192,7.3106536
1.4025505,-0.4983511,7.2010913
1.6020059,-0.4990636,7.0910147
1.8014691,-0.4997680,6.9801460
2.0010214,-0.5004730,6.8682986
2.2004449,-0.5011810,6.7558465
2.3999405,-0.5018932,6.6423452
2.5994447,-0.5026087,6.5278154
2.7988409,-0.5033290,6.4125965
2.9983346,-0.5040580,6.2961600
3.1977857,-0.5047956,6.1787878
3.3972474,-0.5055429,6.0607237
3.5967011,-0.5063011,5.9413640
3.7961313,-0.5070722,5.8211272
3.9956782,-0.5078594,5.7001873
4.1950521,-0.5086653,5.5778072
4.3944849,-0.5094953,5.4545862
4.5941312,-0.5103557,5.3306061
4.7933857,-0.5112503,5.2049527
4.9928614,-0.5121892,5.0784744
5.1924876,-0.5131808,4.9509568
5.3917019,-0.5142320,4.8216657
5.5912943,-0.5153537,4.6915019
5.7907784,-0.5165186,4.5598965
5.9900341,-0.5176552,4.4268138
6.1898308,-0.5187484,4.2929305
6.3889007,-0.5197415,4.1573439
6.5885482,-0.5204036,4.0208562
6.7882766,-0.5202019,3.8833723
6.9880290,-0.5183289,3.7434045
7.1875420,-0.5139788,3.6022256
7.3872280,-0.5062359,3.4576303
7.5867149,-0.4939869,3.3107175
7.7846336,-0.4760126,3.1617052
7.9836124,-0.4503871,3.0099481
8.1798858,-0.4156265,2.8575982
8.3732205,-0.3695860,2.7046382
8.5645716,-0.3090998,2.5716181
8.7488241,-0.2335442,2.4579731
8.9246728,-0.1418790,2.3671221
9.0916092,-0.0326133,2.3015556
9.2461313,0.0935078,2.2913181
9.3862868,0.2346235,2.2857651
9.5111714,0.3894414,2.2775710
9.6192190,0.5571320,2.2771395
9.7080791,0.7354861,2.3057291
9.7776209,0.9216673,2.3801159
9.8301673,1.1138110,2.4819816
9.8683070,1.3102371,2.6044746
9.8942715,1.5077977,2.7461939
9.9107541,1.7059545,2.8929340
9.9201981,1.9058240,3.0423931
9.9245306,2.1053503,3.1946837
9.9254490,2.3043370,3.3454089
9.9241883,2.5046583,3.4943702
9.9216876,2.7036804,3.6370864
9.9185959,2.9032590,3.7740967
9.9154479,3.1032065,3.9061570
9.9127082,3.3023603,4.0264528
9.9107387,3.5022575,4.1430433
9.9098886,3.7016275,4.2504803
9.9104329,3.9013357,4.3541214
9.9125920,4.1008390,4.4533349
9.9165532,4.3004927,4.5191660
9.9226015,4.4996444,4.5672973
9.9310105,4.6990616,4.4491367
9.9415849,4.8981829,4.3284234
9.9539051,5.0973113,4.2026847
9.9673184,5.2965862,4.0710930
9.9811007,5.4953128,3.9362156
9.9946319,5.6949227,3.7966985
10.0069027,5.8938940,3.6557318
10.0169115,6.0932458,3.5117082
10.0233770,6.2930968,3.3654403
10.0247432,6.4916424,3.2178838
10.0191608,6.6920532,3.0690441
10.0044576,6.8911627,2.9206291
9.9784308,7.0876002,2.7729005
9.9378383,7.2842255,2.6390085
9.8807758,7.4758779,2.5221890
9.8059090,7.6601345,2.4245678
9.7132421,7.8350901,2.3499104
9.6030983,8.0025909,2.2973955
9.4819026,8.1603008,2.2860481
9.3527657,8.3099454,2.2771032
9.2136031,8.4510002,2.2700017
9.0606915,8.5793392,2.2769225
8.8933837,8.6902233,2.3060734
8.7158320,8.7806510,2.3753007
8.5306246,8.8524665,2.4685063
8.3384876,8.9084300,2.5743326
8.1430360,8.9502808,2.6926529
7.9465662,8.9802923,2.8180120
7.7473225,9.0010439,2.9460311
7.5485795,9.0142043,3.0775615
7.3491694,9.0216544,3.2106470
7.1491015,9.0247954,3.3448351
6.9499407,9.0247780,3.4778750
6.7500545,9.0224903,3.6099201
6.5506168,9.0186424,3.7385012
6.3509021,9.0137567,3.8645558
6.1515492,9.0082739,3.9879269
5.9515834,9.0025088,4.1076295
5.7527455,8.9968411,4.2259437
5.5526750,8.9914852,4.3407378
5.3534864,8.9866001,4.4540949
5.1543322,8.9821212,4.5654769
4.9545844,8.9778692,4.6743937
4.7555178,8.9738003,4.7821290
4.5559350,8.9698621,4.8876563
4.3564380,8.9660279,4.9915315
4.1573638,8.9622714,5.0942376
3.9576785,8.9585476,5.1946115
3.7582685,8.9548514,5.2936511
3.5590835,8.9511650,5.3915129
3.3594610,8.9474641,5.4869945
3.1600703,8.9437540,5.5812501
2.9607523,8.9400287,5.6743099
2.7612505,8.9362837,5.7649694
2.5618599,8.9325284,5.8544100
2.3624142,8.9287643,5.9426384
2.1630382,8.9249998,6.0284478
1.9636496,8.9212418,6.1130137
1.7640739,8.9174781,6.1963594
1.5647846,8.9136957,6.2772295
1.3653188,8.9098813,6.3569416
1.1657489,8.9060488,6.4354396
0.9664218,8.9022255,6.5117839
0.7669570,8.8984043,6.5871299
0.5674284,8.8945828,6.6613170
0.3680722,8.8907636,6.7337117
0.1685938,8.8869389,6.8052415
-0.0308943,8.8831091,6.8756335
-0.2302810,8.8792751,6.9445725
-0.4297690,8.8754319,7.0127536
-0.6292222,8.8715815,7.0797929
-0.8286369,8.8677233,7.1456832
-1.0281286,8.8638554,7.2108958
-1.2275574,8.8599830,7.2749233
-1.4269945,8.8561114,7.3379934
-1.6264825,8.8522522,7.4004031
-1.8259022,8.8484251,7.4614409
-2.0253554,8.8446513,7.5216549
-2.2248293,8.8409589,7.5811422
-2.4242640,8.8373811,7.6390644
-2.6237276,8.8339526,7.6962541
-2.8231874,8.8307122,7.7524606
-3.0226535,8.8276994,7.8072229
-3.2221209,8.8249531,7.8612542
-3.4215889,8.8225110,7.9141139
-3.6210778,8.8204080,7.9658992
-3.8205388,8.8186664,7.9940473
-4.0200322,8.8173030,7.9078427
-4.2195303,8.8163431,7.8112200
-4.4189702,8.8158145,7.7079140
-4.6185008,8.8157416,7.6039404
-4.8179918,8.8161339,7.4993886
-5.0174154,8.8169881,7.3942585
-5.2169683,8.8182906,7.2877260
-5.4164354,8.8200149,7.1804494
-5.6158633,8.8221280,7.0721734
-5.8154083,8.8245930,6.9623903
-6.0148417,8.8273646,6.8517847
-6.2142812,8.8303993,6.7399499
-6.4137987,8.8336529,6.6266881
-6.6131749,8.8370790,6.5125842
-6.8126210,8.8406418,6.3971647
-7.0120550,8.8443047,6.2805491
-7.2114636,8.8480374,6.1631677
-7.4108995,8.8518168,6.0445514
-7.6102907,8.8556245,5.9249193
-7.8097629,8.8594539,5.8045836
-8.0091558,8.8632985,5.6830178
-8.2085240,8.8671608,5.5605072
-8.4080884,8.8710484,5.4372910
-8.6073885,8.8749571,5.3126515
-8.8067646,8.8788999,5.1870865
-9.0064679,8.8828900,5.0607700
-9.2055940,8.8869183,4.9326332
-9.4050325,8.8910114,4.8036161
-9.6046465,8.8951801,4.6734477
-9.8037949,8.8994271,4.5413252
-10.0033847,8.9037769,4.4081718
-10.2026903,8.9082636,4.2729873
-10.4019022,8.9130024,4.1363407
-10.6019350,8.9177571,3.9988614
-10.8011036,8.9219309,3.8590024
-11.0009596,8.9247893,3.7181865
-11.2005018,8.9254183,3.5754732
-11.4004450,8.9227576,3.4314724
-11.5991874,8.9155362,3.2868417
-11.7991693,8.9020692,3.1425205
-11.9975363,8.8807221,2.9988776
-12.1939468,8.8495960,2.8561899
-12.3898389,8.8060369,2.7213139
-12.5805252,8.7485080,2.5982355
-12.7647736,8.6752275,2.4938570
-12.9433331,8.5838398,2.4220757
-13.1107033,8.4754384,2.3868367
-13.2656996,8.3510349,2.3733729
-13.4080195,8.2124278,2.3562366
-13.5378018,8.0610968,2.3493112
-13.6534884,7.8993495,2.3452180
-13.7532446,7.7274553,2.3404768
-13.8347014,7.5456078,2.3506655
-13.8963158,7.3553248,2.3947749
-13.9389298,7.1606222,2.5180799
-13.9670282,6.9639784,2.6548486
-13.9838006,6.7648902,2.7947351
-13.9912251,6.5646383,2.9345944
-13.9913152,6.3662266,3.0767608
-13.9859899,6.1663780,3.2198256
-13.9768893,5.9667317,3.3640151
-13.9654683,5.7680583,3.5062949
-13.9527145,5.5682205,3.6469471
-13.9396934,5.3695512,3.7814447
-13.9270638,5.1702429,3.9076804
-13.9155555,4.9708739,4.0249809
-13.9058067,4.7716609,4.1286051
-13.8983454,4.5720699,4.2273301
-13.8936909,4.3725656,4.3108384
-13.8922659,4.1730086,4.3634363
-13.8945694,3.9735363,4.3570232
-13.9011597,3.7741666,4.2914693
-13.9120522,3.5751310,4.1914138
-13.9268923,3.3759735,4.0805662
-13.9451633,3.1773626,3.9645828
-13.9662698,2.9788233,3.8343944
-13.9892230,2.7804395,3.6933029
-14.0126534,2.5827928,3.5433617
-14.0351875,2.3838329,3.3882496
-14.0547072,2.1856184,3.2324291
-14.0692547,1.9865949,3.0763233
-14.0764157,1.7867640,2.9219004
-14.0735800,1.5880611,2.7697182
-14.0578815,1.3888495,2.6255990
-14.0263223,1.1915720,2.5009843
-13.9763585,0.9990808,2.3941146
-13.9056976,0.8128454,2.3140613
-13.8132625,0.6352768,2.2466026
-13.7009496,0.4705883,2.2187905
-13.5719768,0.3196224,2.2249320
-13.4290124,0.1812638,2.2199745
